"title","content"
"Process Safety Beacon (English) - September 2012 [2012-09-Beacon-English]","ÎUnderstand your process and 
equipment. Know how it is supposed to work, and how to recognize when it is not working properly.
ÎBe alert to things that are different –
noises, smells, drips, leaks, vibration. If something doesn’t seem right, tell somebody!
ÎFill out inspection sheets accurately. 
Even if a problem has been on the sheet for months, make sure it is noted again and point out to your supervisor how long it has been a problem.
ÎPromptly report safety concerns – for 
example, missing guards, bolts, or  pipe hangers can cause serious injury or lead to an injury, spill, fire, or even a major catastrophe.
ÎUse crew meetings and safety 
meetings to raise safety concerns, and listen when others voice their concerns.
ÎDo your part. For example, when 
asked to review operating procedures or proposed changes, do it like your life depends on it. IT MAY!
A frequent comment from workers is, “What can I do to improve safety 
of our processes? I am just the operator (or technician, mechanic, etc.).  I 
just turn valves, operate the equipment,  take samples, turn wrenches, adjust 
the equipment.” It is true that ope rators and maintenance people can’t 
change the chemistry, redesign equipment, or change materials of construction. However, they have the best view of the process. They know how it behaves, how equipment fails, and under what conditions the process 
runs best. 
Yogi Berra was a baseball player who said, “You can observe a lot just 
by watching.” That is true of process safety! You can learn a lot by looking and listening. Unusual sounds may indicate an impending equipment 
problem. A dirty or wet spot on the floor or piping may warn of a small leak. We all know equipment problems and leaks do not fix themselves. Report what you see, write a repair order, or tell your supervisor. 
The pictures show examples of  problems you might observe in your 
plant.http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
Process safety depends on everybody!
AIChE © 2012. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.What can I do?  I’m just the operator!This issue sponsored by
The Beacon is usually available in Arabic, Afrikaans, Chinese, Da nish, Dutch, English, French, German, Greek, Gujarati, Hebrew,  Italian, Japanese, Korean, Malay, Marathi, 
Norwegian, Persian, Polish, Portuguese, Romanian, Ru ssian, Spanish, Swedish, Te lugu, Thai, and Vietnamese.www.aiche.org/ccps
September 2012
What can you do?
www.iomosaic.com
Could you open or 
close this rusty valve?
The dust on this motor provides fuel for a fire and may be a dust explosion hazard!
A rusty, leaking pipe!
Is something leaking from this flange?
 Bolts missing from a flange.
ÅLook 
for 
electrical 
and 
wiring 
problems."
"Process Safety Beacon (English) - October 2012 [2012-10-Beacon-English]","This incident has several things in common with the June 1974 
explosion in Flixborough, England (June 2004 Process Safety 
Beacon ). The Flixborough explosion killed 28 workers, injured 36, 
and had a major impact on process safety management systems and regulations throughout the world. The pipe which failed at Flixborough was much larger, but some common characteristics of  this incident and the Flixborough explosion include:
•A management of change review was not done for a temporary piping modification.
•The temporary piping did not follow appropriate engineering standards, and the piping was not properly supported.
•Stress on temporary piping was one factor in the failure.
ÎFollow your plant’s Management of Change procedure 
for allmodifications of piping, equipment, and procedures.
ÎRemember that temporary modifications require the 
same thorough analysis as permanent changes. 
ÎNever make changes to piping or equipment without 
review by qualified experts to assure that the change follows engineering standards and good practice. 
ÎFollow recommendations from the manufacturer of 
your equipment.
ÎIf “temporary” modifications are made to a plant, they 
should have an “expiration dat e”, and be removed before 
that date. You should do anot her management of change 
review for removal of the temporary installation. Don’t let a temporary change become permanent without review!
ÎIf you see equipment in your plant which is no longer 
used or needed, suggest that it be removed!
A filter on the suction of a pump frequently plugged. Because of 
this, the pressure needed to be mon itored, both in the field and at the 
control panel. To minimize installation time for a pressure transmitter, it was decided to install a tap on the existing connection for the local pressure gauge and connect a pressure transmitter to this tap. Because of the rush and the temporary nature of the change, it was decided to use tubing for the change. The installation, though accepted as a temporary installation, did not follow appropriate design codes or engineering standards, and no manage ment of change review was done. 
Approximately three years later, the tubing ruptured and 
combustible material at a temperature of 360° C leaked to the atmosphere. The leaking material ignited and started a major fire which destroyed the plant.http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
Use your Management of Change process for “temporary” changes!
AIChE © 2012. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.Manage Temporary Changes!This issue sponsored by
The Beacon is usually available in Arabic, Afrikaans, Chinese, Da nish, Dutch, English, French, German, Greek, Gujarati, Hebrew,  Italian, Japanese, Korean, Malay, Marathi, 
Norwegian, Persian, Polish, Portuguese, Romanian, Ru ssian, Spanish, Swedish, Te lugu, Thai, and Vietnamese.www.aiche.org/ccps
October 2012
What can you do?
www.iomosaic.com
Why did it happen?
ÎThe temporary installation did not follow appropriate 
engineering design standards.
ÎThe piping and the temporary installation were subject 
to vibration caused by the pump.
ÎThe pressure gauge installed at the end of the tubing 
acted as a pendulum. Tubing does not have adequate mechanical strength to withst and vibration and to support 
instrumentation, such as the pressure transmitter.
ÎAfter the cause of the plugging filters on the suction 
pipe of the pump was eliminated, the temporary installation and the pressure transmitter were not needed, but were never removed.
ÎAs a “temporary” installation, the pressure gauge may 
not have received attention, inspection, and maintenance, particularly after it was no longer needed. It may just have been forgotten! 
The 1974 Flixborough explosion"
"Process Safety Beacon (English) - November 2012 [2012-11-Beacon-English]","We are finishing our celebration of 10 years of the 
Process Safety Beacon with a “Find the Problem” contest. 
Look at the pictures in this Beacon and identify as many 
hazardous situations (problems) as you can. There is at least one unique safety problem in Pictures 1 through 6, and Picture 7 has more than 10 (identify at least 6 to qualify as a contest winner). Not all are “process hazards” – you will find things like tripping hazards. We will select three winners at random from correct  responses, and winners will 
receive a free CCPS book of their choice, subject to availability. Responses must be received by Midnight US Eastern Time on Nov. 30, 2012 to be eligible for the prizes.
Complete rules, and a form to submit answers, can be 
found at http:// www.aiche.org/ccps/beaconcontest . Our 
answers will appear in the January 2013 Beacon . You will 
also be asked to participate in  a short survey to help us 
understand how the Beacon is being used, so we can better 
serve our readers. We  realize that some of the  pictures are small in this Beacon , so you will also find bigger pictures 
on line at the contest web address.http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
Always be alert and look for hazardous situations!
AIChE © 2012. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.Can you find the safety problem?
The Beacon is usually available in Arabic, Afrikaans, Chinese, Da nish, Dutch, English, French, German, Greek, Gujarati, Hebrew,  Italian, Japanese, Korean, Malay, Marathi, 
Norwegian, Persian, Polish, Portuguese, Romanian, Ru ssian, Spanish, Swedish, Te lugu, Thai, and Vietnamese.www.aiche.org/ccps
November 2012http://www.chilworthglobal.com/en/
Bellows sealed 
pressure relief 
valve
2
3 45
67Rupture disk
ReliefvalveReliefvalveThis issue sponsored by
1
Protected 
process 
equipment36% 
hydrochloric 
acid"
"Process Safety Beacon (English) - December 2012 [2012-12-Beacon-English]","of the process equipment, pipes, structural steel , and floors were coated with dried polymer from 
previous spills. The fire spread from the trash drum to the accumulated spilled polymer. A much 
larger fire resulted, which did significant damage to the building, process equipment, instruments, 
and control equipment. Although no one was injure d, the plant was shut down for an extended 
period of time, and the damage was several hundred thousand dollars.
ÎRemove all maintenance debris from the work area immediately and 
disposed of it properly. The job is not finished until you clean up!
ÎDispose of oil or chemical soaked rags and paper properly (metal 
containers, separated from potential ignition sources, not in process 
areas).
ÎPut general trash in proper conta iners and empty the containers 
regularly.
ÎKeep process areas clean. Any combustible material, including 
combustible dust, that accumulates on equipment, floors, cable trays, 
or structural steel is fuel which could make a fire much larger!
ÎDo not accept a situation where equipment problems result in leaks 
which make it difficult or impossible to keep process areas clean. 
Remind your management of a potentially dangerous situation, and 
work with them to resolve the problem.
A fire started in a fiber trash drum in a 
process building. The drum contained solder 
flux and paste, welding debris, general trash, and oil soaked rags. It had not been emptied for a long time. The ignition source may have been hot welding debris or spontaneous combustion 
of the oil soaked trash.
The trash drum fire got much worse. Some http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
A clean plant is a safer plant!
AIChE © 2012. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.Good Housekeeping for Safety!This issue sponsored by
The Beacon is usually available in Arabic, Afrikaans, Chinese, Da nish, Dutch, English, French, German, Greek, Gujarati, Hebrew,  Hindi, Italian, Japanese, Korean, Malay, 
Marathi, Norwegian, Persian, Polish, Portuguese, Romanian , Russian, Spanish, Swedish, Telugu, Thai, and Vietnamese.www.aiche.org/ccps
December 2012
What can you do?
www.iomosaic.com
Why did it happen?
ÎPoor housekeeping contributed to this incident for 
two reasons:
- The initial fire started in a fiber drum being 
improperly used for trash and debris from 
construction and maintenance. The drum was not 
emptied regularly.
- The fire grew much larger because of 
accumulated polymer on piping, equipment, and the 
building structure. This accumulated combustible 
solid material was the fuel which made the fire much 
worse.
ÎThe accumulated polymer came from leaks of an 
aqueous polymer emulsion due to process equipment 
problems. 
ÎThe operating personnel in the plant gave up on 
trying to keep the plant clean because the repeated 
leaks made this a hopeless task.
ÎThe leakage of polymer was an equipment design 
issue beyond the control of operating personnel. This 
was an engineering design problem which needed 
management and engineering attention.
ÎPerhaps the culture in which a dirty plant had become 
“normal” was a factor in making it acceptable to put 
trash and maintenance debris in a fiber drum and to 
not empty the trash drum regularly.
ÎThis kind of situation is called “normalization of 
deviation” when discussing process safety culture. 
This is just a fancy term for giving up on changing an 
unacceptable situation and accepting it as normal.
Remains of 
trash drum
Dried emulsi on polymer on 
plant struct ure and pipesFire damage in 
the process area"
"Process Safety Beacon (English) - January 2013 [2013-01-Beacon-English]","First of all, thank you to everybody who participated in the 
November 2012 “Find the Problem” contest. We thank you for 
your interest, and, for those of you who also participated in the survey, for your valuable fee dback on the Beacon. This Beacon 
needed to be prepared for publica tion and translation before all of 
the contest entries were submitted, so we were not able to include 
additional problems and hazards that have been undoubtedly identified by our tens of thousands of readers. Be assured that we 
were quite liberal in determining “correct” answers and accepted many other real problems beyond the ones listed here. Here are some of the issues we identified:
1. This is an easy one! Piping support is extremely poor!2. The pressure between the rupture disk and the relief valve 
compromises the integrity of the emergency pressure relief system. Rupture disks burst wh en the difference between the 
upstream pressure and the downstream pressure exceeds the rupture pressure. If there is pressure downstream of the disk, it will not burst at the intended process pressure.
3. Despite the warning sign, the plug in the bonnet of this 
bellows sealed safety valve (which protects the valve during shipping) has not been removed. This will affect the pressure at which the valve opens.
4. Flexible hoses are being used to connect piping which does 
not fit together properly. Also, the flange on the right appears to be missing at least one bolt and the faces of the flange do not align properly.
5. All of these pumps are identical in appearance and there is no 
evidence of any labeling.
6. The valves and other pipe f ittings on the inlet of the relief 
valve (RV) result in greater inlet pressure drop, which could cause relief valve chattering. Th e block valve on the RV inlet 
does not appear to have anything to prevent closing it and isolating the RV from the process.
7. There are many hazards in this photograph. Here are some of 
them, (you may find others!):  (1) no visible label on the storage tank; (2) no eye wash or safety shower in the area; (3) the person in the picture is not wearing any personal protective equipment; (4) no chocks at tank truck wheels; (5) no visible spill containment; (6) many tripping hazards (and slipping hazards from the snow); (7) little or nothing to prevent backing the truck into the shed and unloading piping; (8) inadequate platform to access the unloading connection; (9) no way to drain the hose when unloading is complete; (10) no pressure gages anyw here on the unloading piping; 
(11) the valve handle downstream of the pump is too high; (12) the unloading pipi ng is poorly supported.http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
Constant vigilance is the key to safety!
AIChE © 2013. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.Some Answers to the November 2012 Beacon “Find the Problem” Contest
The Beacon is usually available in Arabic, Afrikaans, Chinese, Da nish, Dutch, English, French, German, Greek, Gujarati, Hebrew,  Italian, Japanese, Korean, Malay, Marathi, 
Norwegian, Persian, Polish, Portuguese, Romanian, Ru ssian, Spanish, Swedish, Te lugu, Thai, and Vietnamese.www.aiche.org/ccps
January 2013
This issue sponsored by
www.iomosaic.com
2
34 5
6
71
Rupture diskRelief
valve
Shipping plug left in vent
1
23
456
7891011
1236% HClPressure!
Warning sign"
"Process Safety Beacon (English) - February 2013 [2013-02-Beacon-English]","You will recognize Picture 1 from the November 2012 and 
January 2013 issues of the Beacon . It is an obvious example of badly 
supported piping. But sometimes problems with inadequate support 
of piping and other equipment are not so easy to see.
Picture 2 – The steel supporting the pipes has bent, possibly 
because the weight of the pipes is more than the steel can support. 
Perhaps this was a result of a change – was a second pipe added 
without considering the design of the supporting steel?
Picture  3 – The pipe has moved horizontally and the pipe support 
stand has moved out of the support shoe.
Picture 4 – Look closely – the steel supports are not touching the 
ground. They are hanging from the pipes rather than supporting them!
Picture 5 – Somebody has cut out a section of the structural steel to 
make room for a valve!
Pipes and equipment which are not properly supported will be 
subject to stress, vibration, or other problems. This can cause leaks, 
or even a complete collapse of piping or equipment. 
As you work in your plant, look for problems with poorly 
supported equipment, excessive vibration, or other issues. A good 
general rule - if it doesn't look like it did on the day it was installed, there might be a problem! Report problems to your management, and 
follow up to make sure the problems are corrected.http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
Support your pipes and equipment!
AIChE © 2013. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.What is supporting your equipment?
The Beacon is usually available in Arabic, Afrikaans, Chinese, Da nish, Dutch, English, French, German, Greek, Gujarati, Hebrew,  Italian, Japanese, Korean, Malay, Marathi, 
Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Spanish, Swedish, Telugu, Thai, Turkish, and Vietnamese.www.aiche.org/ccps
February 2013
1
 2
3
5 4
This issue sponsored by
www.acutech-consulting.com"
"Process Safety Beacon (English) - March 2013 [2013-03-Beacon-English]","The picture at the right, from the November 2012 “Find the 
Problem” Beacon contest, shows a  group of pumps which look exactly the same. In the picture they do not appear to be labeled in any visible way. If you were told that one of the pumps had been prepared for mechanical work, how would you be sure you were working on the right pump?
Lack of labeling can be a safety problem, and poor or 
confusing labels or information signs can be even worse. The 
pictures below are examples of confusing labels or signs taken from process plants and everyday life . Do you have confusing signs or labels in your plant?http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
Use clear labels and signs for safety!
AIChE © 2013. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.Are your signs and labels confusing?
The Beacon is usually available in Arabic, Afrikaans, Chinese, Da nish, Dutch, English, French, German, Greek, Gujarati, Hebrew,  Hungarian, Italian, Japanese, Korean, 
Malay, Marathi, Norwegian, Persian, Polish, Portuguese, Romanian , Russian, Spanish, Swedish, Telu gu, Thai, Turkish, and Vietnam ese.www.aiche.org/ccps
March 2013
This issue sponsored by
www.iomosaic.com
ÎLook for unlabeled equipment, missing labels, or 
damaged labels which you can not read. Repair the labels 
if you are able to do so, or report it to somebody who can fix the problem.
ÎLook for confusing labels or signs, like some of those 
in the pictures, and have them fixed. 
ÎMake sure that the labeling and identification of 
equipment in the plant is the same as the identification used in operating procedures, maintenance procedures, emergency procedures, and other plant documents.
ÎDon’t create confusion by modifying labels using hand 
written notes or other temporary labels. If a label needs to be corrected, use a proper label, and consider doing a management of change review.
ÎBe consistent in using names or acronyms for 
chemicals in your plant. Fo r example, “MMA” can mean 
“Methyl Methacrylate” in one plant, “Monomethylamine” in a different plant, and perhaps something completely different in another plant. Always use the correct  chemical name for a material. Be sure that everybody in your plant knows what the labels mean! What can you do?
Similar labels on these 
pipes contributed to unloading the wrong material into a storage tank. A chemical reaction resulted, releasing a toxic gas which injured 6 people. See the April 2012 Beacon.
START STOP"
"Process Safety Beacon (English) - April 2013 [2013-04-Beacon-English]","inlet pressure drop, excessive back pressure, an oversized relief valve, and a relief valve which must handle widely varying 
flow rates. We will explain the first of these in more detail.
Look at the picture above on the right. Under normal process c onditions the vessel pressure is below the set pressure of 
the relief valve, and the pressure at the relief valve is th e same as the vessel pressure (a).  If a process upset increases the  
vessel pressure, the pressure at the relie f valve increases by the same amount, and if the pressure exceeds the relief valve 
set pressure the valve opens (b). As soon as the valve opens, flow  begins through the pipe to the relief valve, and the flow 
results in a pressure drop between the vessel and the valve. If this pressure drop is large enough, the pressure at the relief 
valve can be low enough that the relief valv e closes (c). The flow stops, the pressure  at the relief valve increases back to 
the vessel pressure because there is no fl ow to cause pressure drop, and the relief valve opens again (d)! This happens over 
and over, and can be very rapid, cau sing vibration and damage to the re lief valve, pipes, and equipment. In the November 2012 Beacon many readers 
correctly identified one safety issue with the relief valve in the picture at left – potentially closing a block valve, isolating the relief valve so it cannot provide protection against excess pressure. A second possible problem, a piping system which may cause the relief valve to chatter, was not identified by nearly as many people.
What is “chattering”?
Chattering is the rapid opening and closing of a 
pressure relief valve. The resulting vibration may cause misalignment, valve seat damage and, if prolonged, can cause mechanical failure of valve internals and associated piping.
Why does a relief valve chatter?
Some causes of chattering include excessive http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
Don’t let your relief valves chatter!
AIChE © 2013. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.Have you heard a pressure relief valve chatter?
The Beacon is usually available in Arabic, Afrikaans, Chinese, Czech, Danish, Dutch, English, French, German, Greek, Gujarati, Hebrew, Hungarian, Italian, Japanese, 
Korean, Malay, Marathi, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Spanish, Swedish, Telugu, Thai, Turkish, and  Vietnamese.www.aiche.org/ccps
April 2013This issue sponsored by
www.iomosaic.com
ÎIf you observe a relief valve chattering, inform somebody 
qualified to identify and correct the problem.
ÎLook for potential problems in relief valve piping design, and ask 
an engineer to determine if they  could cause relief valve chattering. 
Some things to look for:
•Inlet pipe to a relief valve which is  smaller than the valve inlet (see 
picture at right)
•Many valves, fittings, and other obstructions between a process vessel and a relief valve, as in the picture above
•A very long pipe between a vessel and relief valve, or piping with a lot of bends
•Evidence of line plugging from corrosion or process materials observed when removing a relief valve for maintenanceWhat can you do?
Pipe smaller than 
relief valve inleta b
c d"
"Process Safety Beacon (English) - May 2013 [2013-05-Beacon-English]","What can you do?
BONNET
VENT - NOT PLUGGED
BELLOWSBONNET
VENT PLUGGED DESPITE WARNING SIGN
BONNET
VENT –PLUGGED IF PRESENT
BODY
NOZZLESPRINGSET PRESSURE
ADJUSTING SCREW
SEAT DISCBONNET
The left photograph and diagram 
show a conventional spring loaded pressure relief valve. There may be a vent in the bonnet of the relief valve as shown in the diagram at bottom left. If the vent is present, it is normally supposed to be plugged when the valve is in service.
The photograph and diagram on the 
right show a different kind of pressure relief valve – a balanced bellows pressure relief valve. This valve has a bellows between the process and the valve bonnet. The bellows (when the bonnet is vented to atmosphere) prevents back pressure from assisting the spring in keeping the relief valve closed, and also protects the spring from corrosion. Note that it may be difficult to tell what kind of relief valve is installed from the external appearance of the relief valve.
A balanced bellows relief valve may 
be used when the relief valve discharges to a collection header instead of directly to the atmosphere. In a conventional relief valve, the bonnet pressure is equal to the downstream pressure, while in a properly vented balanced bellows relief valve the bonnet pressure is atmospheric pressure.  For the valve to function as designed, the bonnet of a balanced bellows relief valve must be vented to atmospheric pressure - the vent  must not be plugged. It must also vent to a safe place. Note that, in spite of a warning sign, there is a plug in the vent of the balanced bellows relief valve in the picture at top right (red arrow).http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
Understand your plant relief valves!
AIChE © 2013. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.Pressure relief valve bonnets - to plug or not to plug?
The Beacon is usually available in Arabic, Afrikaans, Chinese, Czech, Danish, Dutch, English, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Italian, Japanese, 
Korean, Malay, Marathi, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Spanish, Swedish, Telugu, Thai, Turkish, and  Vietnamese.www.aiche.org/ccps
May 2013This issue sponsored by
www.iomosaic.com
Understand what kind of pressure relief valves you have in your 
plant, and know what you must do to ensure that they work properly.
Ask if you have balanced bellows pressure relief valves in your 
plant. If so, make sure they are clearly identified, and post signs near the valves to remind people that the vent on the valve bonnet must not be plugged. Signs may be the only clear indication of the type of valve to plant operators and maintenance workers, so the signs must be kept in place and visible.
If you see a balanced bellows relief valve with the vent plugged, 
report it so that it can be corrected.
CONVENTIONAL BALANCED BELLOWS"
"Process Safety Beacon (English) - June 2013 [2013-06-Beacon-English]","What can you do?
In April 2004, an explosion and fire at a polyvinyl chloride (PVC) plant 
killed five people and severely injured three others. The explosion and fire 
destroyed most of the reactor build ing and an adjacent warehouse. Because 
smoke from the fire drifted over the community, authorities ordered an evacuation. The plant was never rebuilt.  The United States Chemical Safety 
Board (CSB) issued a report and video on the incident:
http://www.csb.gov/formosa-plastics-vinyl-chloride-explosion/
The CSB investigation identified a number of root causes for this 
incident, including inadequate consider ation of potential human error in the 
design and operation of the plant, fa ilure to follow up on recommendations 
from a previous incident, reliance on procedures to prevent a major incident, and inadequate emergency response procedures for a large release of flammable materials.
This Beacon focuses on the specific ev ent which initiated the incident, 
which is something that you, as a plant operator or maintenance worker, can impact directly. The plant had  24 essentially identical batch polyvinylchloride reactors. At the end of a batch, the reactor was purged ofhttp://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
If you can’t open a valve, don’t force it – find out why!
AIChE © 2013. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.Why can’t I open that valve?
The Beacon is usually available in Arabic, Afrikaans, Chinese, Czech, Danish, Dutch, English, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Italian, Japanese, 
Korean, Malay, Marathi, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Spanish, Swedish, Telugu, Thai, Turkish, and  Vietnamese.www.aiche.org/ccps
June 2013This issue sponsored by
www.iomosaic.com
ÎIf you try to operate a pneumatic or electric valve (open or  close it), and it will not operate, stop and think. Perhaps 
there is a good reason why the valve will not operate. For example:
• Maybe you are trying to operate the wrong valve!
• The valve may be prevented from operating because of a safety interlock.
• The valve may be locked out or de-energized because of some kind of maintenance work or other activity 
that requires equipment isolation or lockout.
ÎNever force a valve to operate directly by connecting the act uator to air or another type of power supply if the valve 
will not operate by its normal control system.
ÎIf a valve will not open, and it has a bypass around it, do not  use the bypass to establish flow until you understand why 
the valve won’t open.
ÎContact your management and engineers and get help in inv estigating the reason that you are not able to operate the 
valve. Do not take any action until everybody  understands why the valve will not operate.
ÎDo the same for any piece of equipment which you cannot operate – a pump or agitator that you can’t start or stop, or 
any other piece of equipment which you cannot operate. U nderstand why, and never force equipment to operate.
ÎWatch the CSB video on this incident to understand all of the root causes and lessons.
flammable and toxic vapors and cleaned with water. The wate r was then emptied to open sewer drains on the floor below 
the reactor. It is believed that the incident was initiated when an operator intended to drain water from a reactor which 
had been cleaned. However the operator went to the wrong r eactor – a reactor which was in the reaction stage. The 
reaction mixture, at an estimated pressure of 70 psig, contai ned flammable vinyl chloride. The operator was not able to 
open the pneumatic valve on the bottom of the reactor – there  was a safety interlock which prevented opening the valve 
while the reactor was under pressure. It is believed that the ope rator connected a nearby air supply to the valve and forced 
it to open, releasing reaction mixture into the building.  Flammable vapors from the released material ignited."
"Process Safety Beacon (English) - July 2013 [2013-07-Beacon-English]","What can you do?
This month marks the 25thanniversary of the Piper Alpha 
offshore oil platform disaster in the North Sea approximately 110 miles (180 km) from Aberdeen Scotland. On July 6, 1988, a series of catastrophic explosions and fires destroyed the platform. Of the 226 people on the platform at the time of the event, 165 died along with two emergency response personnel during a rescue attempt. The platform was totally destroyed.
Investigation was hindered by a lack of physical evidence. 
Based upon eyewitness accounts it was concluded that a release of light hydrocarbon occurred when a pump was restarted after having been prepared for maintenance.  Unknown to the workers starting 
the pump, a relief valve in the pump discharge had been removed for maintenance. A blank had been loosely installed in place of the relief valve at a location which was not readily visible from the pump vicinity. When the pump was started this blank leaked, producing a flammable cloud, which subsequently found an ignition source. The pump was started at about 10 PM, and by 1 AM, three hours later, the platform had been entirely destroyed and most of its occupants had been killed.
As would be expected in a disaster of this magnitude, the 
investigation identified many root causes related to design, operation, safety culture, emergency response, and training. We highlight two issues below which are particularly relevant to you as a plant worker.http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
Remember Piper Alpha by taking your tur nover and work permit procedures seriously!
AIChE © 2013. All rights reserved. Reproducti on for non-commercial, educa tional purposes is encourag ed.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 646-495-1371.Remembering Piper Alpha
The Beacon is usually available in Arabic, Afrikaans, Chinese, Czech, Danish, Dutch, English, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Italian, Japanese, 
Korean, Malay, Marathi, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Spanish, Swedish, Telugu, Thai, Turkish, and  Vietnamese.www.aiche.org/ccps
July 2013This issue sponsored by
www.iomosaic.com
ÎShift turnover and communications.  During shift turnover, the status of the pump work was addressed, but no mention 
was made of the relief valve work. The relief valve work was al so not mentioned in the control room or maintenance logs. 
Continuing problems with the adequacy of turnovers a nd log entries were a problem known to some workers.
Be complete in documenting the status of all equipment in  your plant logs. At the end of your shift, clearly 
communicate the information to the incoming workers. Take the time to  make sure they fully understand the 
status of all operating equipment, and the status of all maintenance jobs.
ÎWork Permit System.  The work permit system was not consistently implemented according to procedure. For 
example, omission of important information such as si gnatures and gas test results was common. Operations 
representatives often did not inspect the job site before suspe nding the permit at the end of the shift or when closing the 
permit indicating the work had been completed. Craft supervisor s often left permits on the control room desk at the end of 
a shift rather than personally returning them to the res ponsible operations representativ e as required by the procedure.
Always follow work permit pr ocedures exactly as required, including all documentation, communication, and 
record keeping. Do not take short cuts, and be sure to personally check everything on  the permit. Never assume 
that things have been done correctly – if you a re going to sign the permit, check it yourself .
See the July 2005 Beacon for more on Piper Alpha, and the Sept ember 2007 Beacon for another incident related to work permits.
"
